show,season,episode,character,line,line_no
Dawson's Creek,1,8,Dawson,That girl I told you about? I still sort of want her back. Maybe I'm just being really crazy here. I just don't think it would be right.,6265
Dawson's Creek,1,8,Nina,I can't decide if I'm offended or if you just restored my faith in the male s*x.,6266
Dawson's Creek,1,8,Stage directions,( Dawson leans over and kisses Nina. Nina walks over to her car saying good-bye to Dawson),6267
Dawson's Creek,1,8,Nina,Call me if she doesn't come to her senses.,6268
Dawson's Creek,1,8,Stage directions,(Nina gets in her car and drives off. Dawson walks back inside to his friends),6269
Dawson's Creek,1,8,Stage directions,(The school's College Night. Jen is watching Joey who's on the other side of the room. Abby enters and goes up to Jen),6270
Dawson's Creek,1,8,Abby,"Imagining what she'll look like with a bowling ball in her uterus? Well, don't bother.",6271
Dawson's Creek,1,8,Jen,What do you mean? I thought she was.,6272
Dawson's Creek,1,8,Abby,"No, she isn't. That girl's comic relief. Speaking of which, Warren Gerry was called into the nurse's office this afternoon for a lecture on contraception.",6273
Dawson's Creek,1,8,Jen,"Well, good. He could use it.",6274
Dawson's Creek,1,8,Abby,"You don't get it. Warren is the last person who needs that lecture. What you heard was a lie made up by a pathetic sophomore trying to land a popular boyfriend. Besides, Warren couldn't fertilize a garden.",6275
Dawson's Creek,1,8,Jen,What do you mean?,6276
Dawson's Creek,1,8,Abby,I had a chat with my friend Elyse today. She used to date Warren. She dated him for six months. She used to bake him spirit cookies before every game. She bought a four hundred dollar dress for a dance he failed to show up for.,6277
Dawson's Creek,1,8,Jen,Okay and your point is?,6278
Dawson's Creek,1,8,Abby,"According to Elyse, Warren had one other significant failure as a boyfriend. Let's just say that he has a soft spot for the ladies in a very unfortunate location.",6279
Dawson's Creek,1,8,Stage directions,(Jen realizes what Abby is saying and goes over and tells Joey. They both start laughing),6280
Dawson's Creek,1,8,Stage directions,(Pacey and Billy are in the bar drinking their drinks. Dawson enters and goes over to them),6281
Dawson's Creek,1,8,Billy,"Hey, man. What are you doing back here? You couldn't pull the trigger.",6282
Dawson's Creek,1,8,Dawson,I guess not.,6283
Dawson's Creek,1,8,Billy,"You had her pratically begging for you. Listen, Dawson, for future reference, getting lucky comes down to a simple Beatles/Stones question.",6284
Dawson's Creek,1,8,Dawson,What?,6285
Dawson's Creek,1,8,Billy,"Do you want to hold her hand or do you want to spend the night with her? Many women say they're looking for a Beatle, but trust me, they're looking for something a little more tangible.",6286
Dawson's Creek,1,8,Dawson,"Ah, thanks.I'll keep that in mind.",6287
Dawson's Creek,1,8,Pacey,"You know what guys, maybe we should get out of here.",6288
Dawson's Creek,1,8,Billy,"Ah, you know, it's funny watching you with this girl. So it makes sense the way you blew it with Jenny.",6289
Dawson's Creek,1,8,Dawson,"I don't get you. You came into town to break me and Jen up. Mission accomplished. Are you pouting now, because some things didn't go according to plan.",6290
Dawson's Creek,1,8,Billy,What?,6291
Dawson's Creek,1,8,Dawson,"You don't think I don't know that you wanted me to get lucky tonight. So you can go whisper in Jen's ear, convince her that all men are dogs and assume that she'd seek your comfort.",6292
Dawson's Creek,1,8,Billy,"For all that wisdom, you sure bit hard",6293
Dawson's Creek,1,8,Dawson,"Hard enough to know that it's not my style. Man, it's yours. In fact, your style is pathetic. You know, if you really had Jen's best interest at heart, you'd stay away from her.",6294
Dawson's Creek,1,8,Billy,Do you know these are the exact same words her dad used when he told me he sent her away? Do you think it's funny that you sound like her dad? I do.,6295
Dawson's Creek,1,8,Dawson,It's better than sounding like her loser ex boyfriend.,6296
Dawson's Creek,1,8,Billy,"Well, I'm sorry you feel that way, Dawson. And since you two cool guys probably wouldn't want a loser like me hanging around,I tell you what, have a fun time home boys.",6297
Dawson's Creek,1,8,Stage directions,(Billy takes out his wallet and puts some money on the table for them before he leaves),6298
Dawson's Creek,1,8,Pacey,"You think you could maybe have waited until we were back in Capeside to throw out that last comment, Dawson?",6299
Dawson's Creek,1,8,Stage directions,(Pacey and Dawson just sit in the bar thinking about what just happened with Billy),6300
Dawson's Creek,1,8,Stage directions,(Joey is sitting on the steps near Warren's locker. He enters and comes over to her),6301
Dawson's Creek,1,8,Joey,"Hey, lover boy, spare a minute?",6302
Dawson's Creek,1,8,Warren,"You know, it's been a really long day.",6303
Dawson's Creek,1,8,Joey,"Oh, my heart bleeds for you.",6304
Dawson's Creek,1,8,Warren,"Look, I know you're not the girl for me but ah, here's an idea. One way to get rid of a lie is to make it the truth. So maybe you and me",6305
Dawson's Creek,1,8,Joey,"You know, I'm afraid I'd be getting myself worked up for something that is quite the anti-climax.",6306
Dawson's Creek,1,8,Warren,What?,6307
Dawson's Creek,1,8,Joey,"You're a loser, Warren. And frankly, you've been banned.",6308
Dawson's Creek,1,8,Warren,So what is this? Some sort of sophomore threat?,6309
Dawson's Creek,1,8,Joey,"No. Just a reminder that if one person says something, it's a rumor, two people, well, it's gospel. But you're probably not planning on dating anyone ever again, so..",6310
Dawson's Creek,1,8,Warren,Alright. What do you want?,6311
Dawson's Creek,1,8,Joey,Complete and utter denial.,6312
Dawson's Creek,1,8,Warren,"Fine. Just so you know, the reason I picked you up this morning was, I thought it would be nice. You know, just.Saturday night, I have plans but they're breakable. What do you say? In public, official, groping optional, date?",6313
Dawson's Creek,1,8,Joey,"Yeah. Sure, uh, yeah. Ah, just pick me up after my limbotomy.",6314
Dawson's Creek,1,8,Stage directions,(Joey leaves Warren standing in the hallway),6315
Dawson's Creek,1,8,Stage directions,(Dawson and Pacey sitting on a bench in the rain),6316
Dawson's Creek,1,8,Pacey,"So, you wanted to get out of Capeside to get Jen off of your mind. Did it work?",6317
Dawson's Creek,1,8,Dawson,No. Although it did for awhile.,6318
Dawson's Creek,1,8,Stage directions,(Dawson and Pacey sit on the bench for a few seconds until Pacey speaks up),6319
Dawson's Creek,1,8,Pacey,"Alright, am I going to have to wait all night or are you going to tell me what happened outside the club with that woman.",6320
Dawson's Creek,1,8,Dawson,"Nothing happened. I just walked her to her car. That's it. Nothing happened, alright? Trust me.",6321
Dawson's Creek,1,8,Pacey,"So you're just wearing that lipstick for a fashion statement, right?",6322
Dawson's Creek,1,8,Stage directions,(Dawson blushes and Pacey laughs at Dawson's embarassment),6323
Dawson's Creek,1,8,Stage directions,(Jen is sitting on the porch of her house reading a book by candlelight. Joey walks up to Jen's door and knocks. Jen looks up from her book and sees Joey),6324
Dawson's Creek,1,8,Jen,Hey,6325
Dawson's Creek,1,8,Joey,"Look, I'm having a ice cream anti-social. Want to join me?",6326
Dawson's Creek,1,8,Jen,"Yeah. (puts her book down onto the table nearby) Yeah, sure.",6327
Dawson's Creek,1,8,Stage directions,"(Joey walks over, carrying the bag of ice cream, to where Jen is sitting and sits down next to her)",6328
Dawson's Creek,1,8,Joey,The Warren Gerry information is profusing.,6329
Dawson's Creek,1,8,Jen,"Rumor has it, that his public trash is already making the rounds.",6330
Dawson's Creek,1,8,Joey,"Well, it is news and this is high school.",6331
Dawson's Creek,1,8,Jen,"(noticing the flavor of the ice cream that Joey has brought over) Yumm, cookie dough. (pauses) So, so what do you think, Joey, is there any way we can keep Dawson from coming in between us?",6332
Dawson's Creek,1,8,Joey,Yeah..sure. He's only in love with one of us.,6333
Dawson's Creek,1,8,Jen,"You're right. (pauses) must be, oh, a lot easier than being the object of his infactuation. (pauses)",6334
Dawson's Creek,1,8,Jen,"Although I doubt after today, either of us will be vying for his affections.",6335
Dawson's Creek,1,8,Joey,"I know what you mean. I mean, just picturing Dawson, just so male, it's just. I don't know. It's made me nausous all day. (pauses thinking about what she's just said) You think he's already?",6336
Dawson's Creek,1,8,Jen,"(close-up of Jen staring at her ice cream, thinking) Ummm.",6337
Dawson's Creek,1,8,Stage directions,"(Joey is sitting in the chair next to his bed when Dawson enters. He goes over to his closet, takes off his sweatshirt, and shoes)",6338
Dawson's Creek,1,8,Joey,"So, you get everything you went there for?",6339
Dawson's Creek,1,8,Dawson,"Oh yeah, non-stop s*x machine, Joey. You know me.",6340
Dawson's Creek,1,8,Dawson,(rubbing her head on the way to his bed) How was your day?,6341
Dawson's Creek,1,8,Joey,"Ah, walked around Capeside, starting fullback, got knocked up.",6342
Dawson's Creek,1,8,Dawson,"Oh, that's nice",6343
Dawson's Creek,1,8,Joey,"So, was it all good clean fun, Dawson?",6344
Dawson's Creek,1,8,Dawson,"(laying on his bed) Oh, not exactly.",6345
Dawson's Creek,1,8,Joey,Tell me about it.,6346
Dawson's Creek,1,8,Dawson,"I will. There is *so much* I *want* to tell you, but I am *so* tired right now. I haven't slept in 24",6347
Dawson's Creek,1,8,Dawson,hours.,6348
Dawson's Creek,1,8,Joey,"You know what, I can wait. It's okay.",6349
Dawson's Creek,1,8,Dawson,"Hey, for a while tonight, nothing reminded me of Jen. It was like looking at the world without blinded eyes.",6350
Dawson's Creek,1,8,Stage directions,(Dawson rolls over and starts to fall asleep.),6351
Dawson's Creek,1,8,Joey,"(to herself) Yeah, I can wait.",6352
Dawson's Creek,1,8,Stage directions,(Joey leans over and pulls the covers over Dawson for him and sits back in the chair watching him fall asleep),6353
Dawson's Creek,1,8,Stage directions,(END),6354
Dawson's Creek,1,9,Dawson,"Do you realize it's been nearly two weeks since Jen and I broke up and not once has she made an effort to get together? Spend some time, I mean, go to the movies.  I...you think that's odd? It seems a little odd to me.",6355
Dawson's Creek,1,9,Joey,"Dawson, you are aware that she broke up with you, right?",6356
Dawson's Creek,1,9,Dawson,"Of course I am. It's just there's a certain way to handle these things, you know. I thought Jen would hold us up to it.",6357
Dawson's Creek,1,9,Stage directions,(Dawson lays down on his bed next to Joey.),6358
Dawson's Creek,1,9,Joey,"Look, Dawson. You don't sound like a guy who's disappointed in Jen's break-up etiquette. You sound like a guy who can't face the reality that it's over. Joey gets up from the bed and stands in front of Dawson.  You know, not to sound harsh but you can't live in the past. You have to start preparing for life after Jen.",6359
Dawson's Creek,1,9,Stage directions,(Joey leans over and Dawson sits up.),6360
Dawson's Creek,1,9,Dawson,Something tells me Joey has a theory.,6361
Dawson's Creek,1,9,Joey,Okay. There are three main ideas to focus on.  First-public perception.,6362
Dawson's Creek,1,9,Dawson,Such as?,6363
Dawson's Creek,1,9,Joey,"Well, from now until the end of the semester, you'll be known as the guy Jen dropped. Most girls will view you as tainted goods and of course, there will be the few who'll feel incredibly sorry for you and offer a certain kind of sympathy. My advice-",6364
Dawson's Creek,1,9,Joey,avoid them.,6365
Dawson's Creek,1,9,Dawson,That's easy enough. What's next?,6366
Dawson's Creek,1,9,Joey,Other guys.,6367
Dawson's Creek,1,9,Dawson,Other guys?,6368
Dawson's Creek,1,9,Joey,"Look, Dawson, you have to be prepared for the possibility that Jen will begin dating again and seeing her around school with her new boyfriend, watching her from this very window as she pauses coyly at her garden gate, accepts a good night kiss from a guy you feel is physically and intelligently superior to in every way and you can't possibly..",6369
Dawson's Creek,1,9,Dawson,"Okay, Joey. I...um...get the premise. What's the third thing?",6370
Dawson's Creek,1,9,Joey,You and Jen,6371
Dawson's Creek,1,9,Dawson,Me and Jen?,6372
Dawson's Creek,1,9,Joey,"Yeah. The inevitable conversation, which frankly, I'm surprised you haven't had yet. You know, she'll ask if you think the two of you can be friends again, because she'd really like that if you could and you say?",6373
Dawson's Creek,1,9,Stage directions,(Joey looks at Dawson who isn't really paying attention to her anymore.),6374
Dawson's Creek,1,9,Joey,"Come on, Dawson. You have to have an answer. You say?",6375
Dawson's Creek,1,9,Dawson,"I don't know. I want to be her friend.  But then again, I don't. I mean, how could you simply be friends with someone when every time you look at them, all you think about is how much more you really want them.",6376
Dawson's Creek,1,9,Stage directions,(Dawson stands up and looks at Joey. This time it's Joey who's a little distant.),6377
Dawson's Creek,1,9,Joey,"Well, you know, I'm no expert at this, Dawson....but I think it can be done.",6378
Dawson's Creek,1,9,Stage directions,(The Leery house. Mitch is sitting at the kitchen table reading the newspaper and drinking a cup of coffee.  Gail is standing next to the counter drinking her coffee. The phone rings and Mitch picks up the cordless.),6379
Dawson's Creek,1,9,Mitch,"Hello?... Yeah, hold on. She's right here. (He puts his hand over the receiver and signals to Gail.)  Gail?",6380
Dawson's Creek,1,9,Stage directions,(Gail walks over and takes the phone from Mitch.),6381
Dawson's Creek,1,9,Gail,"Hello. This is Gail... You know, this is probably not a good time... Yes. Why don't we talk about this in the office?...Yes... Okay... Good-bye.  (She hangs up.)",6382
Dawson's Creek,1,9,Mitch,Was that Calvin? I wish I had known. I haven't talked to him in a long time.,6383
Dawson's Creek,1,9,Gail,"No, it wasn't Calvin.",6384
Dawson's Creek,1,9,Mitch,No? The voice sounded familiar. Who was it?,6385
Dawson's Creek,1,9,Gail,It was work related. It isn't what you think of us.,6386
Dawson's Creek,1,9,Mitch,He has the nerve to call here?,6387
Dawson's Creek,1,9,Gail,He had a simple question.,6388
Dawson's Creek,1,9,Mitch,"Oh. Well, you can tell Bob that the next time he calls here, the next time he interrupts my breakfast to call my wife, that the only simple question he'll need an answer for is 'do you have health insurance?'",6389
Dawson's Creek,1,9,Gail,It doesn't mean anything. You don't have to be angry with him.,6390
Dawson's Creek,1,9,Mitch,That's wonderful. No greater way to start the day than hearing my wife defend an innocent motivation of her former lover. You know what Gail? You're right. I'm angry. It just doesn't happen to be at Bob. (Mitch leaves the room.),6391
Dawson's Creek,1,9,Gail,Mitch? Mitch? Mitchell!,6392
Dawson's Creek,1,9,Stage directions,(Cut to Capeside High. Dawson comes down the stairs and walks by the lockers.  Jen sees him and stops to talk to him.),6393
Dawson's Creek,1,9,Jen,Dawson?,6394
Dawson's Creek,1,9,Dawson,Hi...Jen.,6395
Dawson's Creek,1,9,Jen,Hi.  How are you doing?,6396
Dawson's Creek,1,9,Dawson,Great. Great. You?,6397
Dawson's Creek,1,9,Jen,"Great. Uh, Dawson. Uh. Look I know...I know that, uh, sometimes after a breakup, well, there's that awkward period where, you know, where two people who used to have so much to say to each other suddenly find their conversations reduced to the merest of small talk.",6398
Dawson's Creek,1,9,Dawson,"So, what are you saying?",6399
Dawson's Creek,1,9,Jen,"I'm saying what somebody always says. And what somebody else never wants to hear. But...But you think it's possible in some inconceivable way we could still be friends, Dawson?",6400
Dawson's Creek,1,9,Stage directions,(Cut to the Biology class.  Dawson and Pacey are seated at a lab table before class begins.),6401
Dawson's Creek,1,9,Pacey,So she asked you to be her friend. What did you say?,6402
Dawson's Creek,1,9,Dawson,"I didn't say anything, really. I just kind of stared at her then I told her I needed time to think about it.",6403
Dawson's Creek,1,9,Pacey,"That's okay, Dawson. You still got some work to do here but I think we can salvage this.",6404
Dawson's Creek,1,9,Dawson,What are you talking about?,6405
Dawson's Creek,1,9,Pacey,"Well, uh, just between you and me. There is no way of hope you simply want to be Jen's friend. You're  still carrying around this huge torch for her that has no hope of extinguishing itself anytime too soon. Correct?",6406
Dawson's Creek,1,9,Dawson,Yeah.,6407
Dawson's Creek,1,9,Pacey,"The last person who needs to know about this external flame is Jen. What serves your purpose here is to let her know that you're completely over her, okay? It's yesterday's news, that's the quickest way to the ultimate goal of getting Jen back.",6408
Dawson's Creek,1,9,Dawson,How do I do that?,6409
Dawson's Creek,1,9,Stage directions,(Mary Beth walks over to them.),6410
Dawson's Creek,1,9,Mary Beth,"Hey, Dawson.",6411
Dawson's Creek,1,9,Dawson,"Hey, Mary Beth.",6412
Dawson's Creek,1,9,Mary Beth,"So, I hear we're getting out midterms back today.",6413
Dawson's Creek,1,9,Dawson,Yeah? Can't wait.,6414
Dawson's Creek,1,9,Stage directions,(Mary Beth leaves to sit down.),6415
Dawson's Creek,1,9,Pacey,"Now. Upgrading Jen to girlfriend status. It's really a two part attack. The first thing you got to do is let her know that you're completely cool with the idea of being her friend. Okay? The quicker you can fake some sort of indifference, the less special she's going to feel. And the less special she feels, the more she's going to crave that very special feeling that comes from being Dawson Leery's girlfriend. Okay. A feeling that's not included in the friends package.",6416
Dawson's Creek,1,9,Stage directions,(The bell rings to begin class.),6417
Dawson's Creek,1,9,Dawson,"So, What's the second thing?",6418
Dawson's Creek,1,9,Pacey,"Slow down, my friend. Let's not get ahead of ourselves.",6419
Dawson's Creek,1,9,Stage directions,"(Dr. Ram, the biology teacher enters the room.)",6420
Dawson's Creek,1,9,Dr. Ram,"Okay. The rumor is true. You will be getting your midterm exams back today. Good news is, most of you did very well. Before I hand them back, I'd like to see the following people after class. Those people are...(he flips through the test papers in his hand)...Pacey Witter. Well, I guess that's it.",6421
Dawson's Creek,1,9,Stage directions,(Cut to after class.  Pacey is still at his lab desk looking over his test while Mr. Ram is standing at the front of the classroom.),6422
Dawson's Creek,1,9,Dr. Ram,"Look, Pacey. I know you're a bright kid. You know what I did the first thing after I finished grading your exam?",6423
Dawson's Creek,1,9,Pacey,Stopped laughing?,6424
Dawson's Creek,1,9,Dr. Ram,"I went to the guidance office and looked at your standardized test scores. You have an aptitude for this stuff,",6425
Dawson's Creek,1,9,Dr. Ram,"Pacey. So when a student who's really bright makes a 32 on a midterm, you know who's fault that is?",6426
Dawson's Creek,1,9,Pacey,Yours?,6427
Dawson's Creek,1,9,Dr. Ram,"Of course not. It's entirely yours.  Look, maybe Marine Biology is not your thing. Alright. Fine.  I'm not offended but I'm going to make you an offer that I highly recommend you accept. I want you to complete an extra credit project for me. Show me you understand everything we're learning here and I'll pass you. By the skin of your teeth.",6428
Dawson's Creek,1,9,Pacey,Yeah? Sure. What do I have to do?,6429
Dawson's Creek,1,9,Dr. Ram,"Well, first, wait for a student from my sixth period class to arrive.",6430
Dawson's Creek,1,9,Pacey,Great. Another rocket scientist I presume?,6431
Dawson's Creek,1,9,Dr. Ram,And then I'm going to assign a project that the two of you will work on after school and on free periods.,6432
Dawson's Creek,1,9,Joey,"Hi, Dr. Ram. (Joey sees Pacey in the room.) Oh. Um, I can come back if you need some time.",6433
Dawson's Creek,1,9,Dr. Ram,"No, No, you're right on schedule. Joey, I'd like you to meet your new lab partner.",6434
Dawson's Creek,1,9,Joey,Him?,6435
Dawson's Creek,1,9,Pacey,"Her? Dr. Ram, I'd like to log a formal protest.  You never told me I was going to be working with a repressed control freak.",6436
Dawson's Creek,1,9,Joey,"Yeah, and you never said my grade was dependent on helping some remedial underachiever.",6437
Dawson's Creek,1,9,Dr. Ram,Well. Wonderful. I see no introductions are necessary.,6438
Dawson's Creek,1,9,Stage directions,(Jen is at her locker when Dawson comes up to her.),6439
Dawson's Creek,1,9,Dawson,Jen? Hi.,6440
Dawson's Creek,1,9,Jen,Hi.,6441
Dawson's Creek,1,9,Dawson,"Um, I'm a little embarrassed. You asked me a very simple question earlier and I really should have given you a very simple answer. Jen, I would love to be your friend.",6442
Dawson's Creek,1,9,Jen,Really?,6443
Dawson's Creek,1,9,Dawson,"Absolutely. And to ease any of your remaining doubts, I'll prove it to you.",6444
Dawson's Creek,1,9,Jen,Okay.,6445
Dawson's Creek,1,9,Dawson,"Okay. So, let's have a friendly conversation, how was your day?",6446
Dawson's Creek,1,9,Jen,Not too bad. Yourself?,6447
Dawson's Creek,1,9,Dawson,Excellent. Any exciting plans for the upcoming weekend?,6448
Dawson's Creek,1,9,Jen,"Look, Dawson. You know your friendship means a lot to me but maybe this isn't such a great idea.",6449
Dawson's Creek,1,9,Dawson,"Come on. We're friends now, okay? Whatever it is, I think I can take it.",6450
Dawson's Creek,1,9,Jen,"Okay. Okay, well then, in the name of friendship, however misguided, I have a date with Cliff this weekend.  Uh, we're going to the carnival on Saturday.",6451
Dawson's Creek,1,9,Dawson,Is that what you didn't want to tell me? (He laughs.),6452
Dawson's Creek,1,9,Dawson,"Quite frankly, I'm relieved.",6453
Dawson's Creek,1,9,Jen,You're relieved?,6454
Dawson's Creek,1,9,Dawson,The truth is I also have a date this weekend. And we're going to the carnival. Isn't that a coincidence?,6455
Dawson's Creek,1,9,Jen,"Yeah, it is. You know, if you want us to go someplace else, we can easily change our plans.",6456
Dawson's Creek,1,9,Dawson,We shouldn't run away from these things. We should look at them as opportunities.,6457
Dawson's Creek,1,9,Jen,Opportunities for what?,6458
Dawson's Creek,1,9,Dawson,"Um, a double date.",6459
Dawson's Creek,1,9,Jen,Are you serious?,6460
Dawson's Creek,1,9,Dawson,Of course I'm serious. What do you say? The four of us?,6461
Dawson's Creek,1,9,Jen,"Well I say, it's a little unexpected...um, but, hey if you're cool with it.",6462
Dawson's Creek,1,9,Dawson,Completely. Yeah.,6463
Dawson's Creek,1,9,Jen,Okay. Great.,6464
Dawson's Creek,1,9,Dawson,Yeah.,6465
Dawson's Creek,1,9,Stage directions,"(Dawson walks away, hurt.  The bell rings for the next class to begin.)",6466
Dawson's Creek,1,9,Stage directions,(Cut to the cafeteria where Dawson and Pacey are getting their lunches.),6467
Dawson's Creek,1,9,Pacey,"It's really not all that bad, Dawson.  Remember how I told you about getting Jen back is a two step process?",6468
Dawson's Creek,1,9,Dawson,Yeah?,6469
Dawson's Creek,1,9,Pacey,Well this is the second part.,6470
Dawson's Creek,1,9,Dawson,What? Humiliate myself at a amusement park?,6471
Dawson's Creek,1,9,Pacey,"No, man, dating other women. This is your chance to have Jen see you in action with other girls.  Now, I admit, going on a double date with your ex is an kind of an advance move. However, if it works out, this could be exactly the thing you're looking for.",6472
Dawson's Creek,1,9,Dawson,There's just one thing.,6473
Dawson's Creek,1,9,Pacey,What's that?,6474
Dawson's Creek,1,9,Dawson,My companion for Saturday is at this point fiction.,6475
Dawson's Creek,1,9,Pacey,"That's really not a problem. I admit, it's kind of short notice but there are a lot of young ladies who'd gave up their very uneventful plans for a date with Dawson Leery. Huh?",6476
Dawson's Creek,1,9,Dawson,Yeah.,6477
Dawson's Creek,1,9,Pacey,"Besides, I think I have the perfect candidate right there.",6478
Dawson's Creek,1,9,Stage directions,"(Pacey gestures toward Mary Beth who is sitting alone, reading a book.  Dawson picks up his lunch tray and walks over to her.)",6479
Dawson's Creek,1,9,Dawson,Mary Beth?,6480
Dawson's Creek,1,9,Mary Beth,"(looking up from her book) Oh, hi, Dawson.",6481
Dawson's Creek,1,9,Dawson,Mind if I join you?,6482
Dawson's Creek,1,9,Mary Beth,"Oh no, be my guest.",6483
Dawson's Creek,1,9,Stage directions,(Dawson sets his tray down and sits down next to her.),6484
Dawson's Creek,1,9,Dawson,"Look, maybe this is short notice and if it is, then I apologize, but I was wondering if you wanted to, sort of go out with me on Saturday?",6485
Dawson's Creek,1,9,Mary Beth,Saturday? Like a date?,6486
Dawson's Creek,1,9,Dawson,"Yeah, of course. Is there something wrong?",6487
Dawson's Creek,1,9,Mary Beth,"No. Yeah. Well, yeah. it's just that, uh, I know that you just broke up with Jen. And well, I don't know the particulars of it all, I do know that it's a common mistake made by many people to begin to date before they're really ready.",6488
Dawson's Creek,1,9,Dawson,I'm ready. Completely ready. I could not be more ready.,6489
Dawson's Creek,1,9,Mary Beth,Honest?,6490
Dawson's Creek,1,9,Dawson,Honest.,6491
Dawson's Creek,1,9,Stage directions,(Cut to the biology class.  Pacey and Joey are looking into an aquarium filled with snails.),6492
Dawson's Creek,1,9,Pacey,"Boy, this is fascinating.",6493
Dawson's Creek,1,9,Joey,"I'm sorry there are no cartoons to make this interesting for you, Pacey. But it's not designed to be fascinating. It's designed to be educational.",6494
Dawson's Creek,1,9,Pacey,"Thank you, Dr. Swissler. You know, refresh my memory of why we're here again.",6495
Dawson's Creek,1,9,Joey,"We're observing the reproductive process of palominos snails. And Dr. Ram said that they reproduce more when they're happy so by varying the contents of the t*nk, we can determine which factors are most conducive to reproduction.",6496
Dawson's Creek,1,9,Pacey,"Well, why didn't you just say that? We'll buy them a couple of drinks, turn off the light and come back in a couple of days.",6497
Dawson's Creek,1,9,Joey,"You never fail to disappoint me, Pacey. I mean, why did I actually think the very real prospects of repeating Marine Biology next summer might cause you to take this project seriously.",6498
Dawson's Creek,1,9,Pacey,"You mean, summer school? It will never happen. Only morons go to summer school.",6499
Dawson's Creek,1,9,Joey,"Yeah, well the last time I checked, your grade is still an F minus. So, about this extra credit project,  Pacey. I'm very well certain that your grade will not only place you squarely along with the morons but you may very well be there with them.",6500
Dawson's Creek,1,9,Stage directions,(Cut to Dawson's room.  Dawson is at his desk looking at something under a magnifying glass.  Mitch knocks on the door and enters.),6501
Dawson's Creek,1,9,Mitch,Hey.,6502
Dawson's Creek,1,9,Dawson,Hey.,6503
Dawson's Creek,1,9,Mitch,"Sorry to interrupt but I was just wondering if uh, anyone had called that I should know about.",6504
Dawson's Creek,1,9,Dawson,"Uh, no.",6505
Dawson's Creek,1,9,Mitch,What about yesterday? Any calls?,6506
Dawson's Creek,1,9,Dawson,Come on. I always leave the messages or on the answering machine.,6507
Dawson's Creek,1,9,Mitch,"Forgive me, Dawson, but maybe I'm not being clear. I didn't ask if anyone had called for me personally.  I asked you if anyone had called that I should know about.",6508
Dawson's Creek,1,9,Dawson,No. He didn't call.,6509
Dawson's Creek,1,9,Mitch,"Oh well, then. Thank you, Dawson.",6510
Dawson's Creek,1,9,Stage directions,(The next day.  Joey and Pacey are in the biology classroom checking out the snails.  Pacey has hands in the t*nk as Joey watches with an upset expression on her face.),6511
Dawson's Creek,1,9,Joey,"Pacey, it was your responsibility last night to check on these snails and now look at them. They're dead.  Their shells are completely empty.",6512
Dawson's Creek,1,9,Pacey,I know. I'm sorry. I really am.,6513
Dawson's Creek,1,9,Joey,"It's ridiculous. Yesterday, we had a science project and today, we have what? Two thirds of a charm bracelet? Look, I'm just going to tell Dr. Ram that this experiment within an experiment just isn't working out.",6514
Dawson's Creek,1,9,Pacey,"Hey, before you go running off to Dr. Ram, there is an explanation. There is. Alright, you know how you said this experiment was all about seeing what environment was best for these snails? Right?  So, I did come in last night and I was watching the snails and watching the snails and there's nothing happening. So, I added some food, and I added some water and there still was nothing happening.  So I thought maybe the problem wasn't the environment, maybe these snails just didn't like each other. Right? Maybe they needed to be loosen up a little.",6515
Dawson's Creek,1,9,Joey,I told you yesterday that palominos snails are  single sexed. They don't need anther organism to reproduce.,6516
Dawson's Creek,1,9,Pacey,"Right and I would have remembered that if I actually listened when you talked. But, I just thought that maybe snails are just like guys. You know, their ultimate fantasy is to be with two female snails at the same time.  Maybe that was what was needed to get this project rolling.",6517
Dawson's Creek,1,9,Joey,"So, let me get this straight. You tried to create some kind of snail ménage-à-trois.",6518
Dawson's Creek,1,9,Pacey,"Well, it sounds kind of stupid when you say it out loud but I just saw this really pretty snail in the t*nk over by the window and I don't know, but last night it just seemed really brilliant.",6519
Dawson's Creek,1,9,Joey,"Let me fill you in on something here. You know, this pretty little snail over here by the window is what you call a carnivorous snail. You know what carnivorous snails eat?",6520
Dawson's Creek,1,9,Pacey,Other snails.,6521
Dawson's Creek,1,9,Joey,Yeah. Other snails. Other snails such as our snails which are the snails we are desperately relying on to raise our marine biology grades.,6522
Dawson's Creek,1,9,Pacey,"Okay. I'm sorry. Okay? I know how important this project was for you. For us. Okay? Whatever I need to do,  okay, however I can make this up to you, Joey.",6523
Dawson's Creek,1,9,Stage directions,"(Dawson and Joey are walking from the creek to her house, carrying nets.)",6524
Dawson's Creek,1,9,Joey,"I'm disappointed in you, Dawson. I mean, it's obvious that you're just using Mary Beth to make Jen jealous.",6525
Dawson's Creek,1,9,Dawson,I know. You think I don't know that Joey? I'm filled with the guilt of the worst kind. The kind that prays upon an innocent young girl who has a crush on you and you convince to go out with you for my own personal gain.,6526
Dawson's Creek,1,9,Joey,"Well, if you know that, then don't do it.  Just call her up and say you have to stay in to wash your hair or something.",6527
Dawson's Creek,1,9,Dawson,"I can't, Joey. It's just I know the person I thought I was could have some consideration for Mary Beth's feelings and cancel the date but I don't know. I just. I don't feel like myself lately. You know? Anyway, Pacey said that I should look at this as an opportunity.",6528
Dawson's Creek,1,9,Joey,Wait a second. You're taking romantic advice  from a guy who spent his evening trying to get three snails to sleep with each other?,6529
Dawson's Creek,1,9,Dawson,When you put it that way..,6530
